,callDateTime,priority,district,description,callNumber,incidentLocation,location
7171,7/15/2015 13:50,Non-Emergency,ED,Foot  Patrol,P151961522,600 E MADISON ST,"(39.2989291,-76.6071207)"
7172,7/15/2015 13:51,Low,CW,WANTED ON WARR,P151961523,3000 HARFORD RD,"(39.3119149,-76.5993995)"
7173,7/15/2015 13:48,Low,SD,BIKE LARCENY,P151961524,HORSESHOE CASINO,"(39.274106,-76.627583)"
7174,7/15/2015 13:50,Medium,SD,911/NO  VOICE,P151961526,2500 HAWKINS POINT RD,"(39.2045826,-76.5665951)"
7175,7/15/2015 13:51,Medium,SD,911/NO  VOICE,P151961527,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
7176,7/15/2015 13:51,Medium,SW,COMMON ASSAULT,P151961528,N FOREST PARK AV/WINDSOR MILL RD,"(39.310282,-76.707554)"
7177,7/15/2015 13:52,Non-Emergency,SE,Foot  Patrol,P151961529,1700 THAMES ST,"(39.2820547,-76.5925138)"
7178,7/15/2015 13:48,Medium,SE,BURGLARY,P151961530,400 N PORT ST,"(39.2959107,-76.5830062)"
7179,7/15/2015 13:53,Medium,WD,911/NO  VOICE,P151961532,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
7180,7/15/2015 13:54,High,WD,Traffic Stop,P151961533,1600 N FULTON AV,"(39.3066784,-76.6463211)"
7181,7/15/2015 13:52,Medium,NE,DISORDERLY,P151961535,2300 E NORTHERN PY,"(39.2903848,-76.6121893)"
7182,7/15/2015 13:53,Medium,NE,911/NO  VOICE,P151961536,6700 MORAVIA PARK DR,"(39.3122990,-76.5353430)"
7183,7/15/2015 13:56,Low,CD,OTHER,P151961537,100 MARKET PL,"(39.2878661,-76.6068831)"
7184,7/15/2015 13:56,Medium,NE,911/NO  VOICE,P151961538,3200 THE ALAMEDA,"(39.3266059,-76.5943830)"
7185,7/15/2015 13:56,Low,SE,HIT AND RUN,P151961540,1000 E LOMBARD ST,"(39.2894000,-76.6022418)"
7186,7/15/2015 13:57,Medium,SE,911/NO  VOICE,P151961541,700 S EXETER ST,"(39.2832526,-76.6001808)"
7187,7/15/2015 13:56,Medium,ND,DISORDERLY,P151961542,E 0TH ST/FRISBY ST,"(39.324306,-76.608009)"
7188,7/15/2015 13:57,Non-Emergency,SD,RECOVER PROPERTY,P151961543,3700 ST MARGARET ST,"(39.2331733,-76.5956327)"
7189,7/15/2015 13:56,Low,ED,LARCENCY,P151961545,N PORT ST/E NORTH AV,"(39.312610,-76.583847)"
7190,7/15/2015 13:58,Medium,NE,911/NO  VOICE,P151961546,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
7191,7/15/2015 13:57,High,SW,SHOOTING,P151961547,500 BRUNSWICK ST,"(39.2790430,-76.6594889)"
7192,7/15/2015 13:58,Medium,NE,911/NO  VOICE,P151961548,6700 MORAVIA PARK DR,"(39.3122990,-76.5353430)"
7193,7/15/2015 13:59,Low,CD,DESTRUCT PROPTY,P151961549,300 W PRATT ST,"(39.2866613,-76.6198331)"
7194,7/15/2015 13:59,Medium,WD,911/NO  VOICE,P151961550,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
7195,7/15/2015 14:00,Medium,CW,Lab Request,P151961551,1800 ORLEANS ST,"(39.2961670,-76.5919375)"
7196,7/15/2015 13:57,High,WD,AUTO ACC/INJURY,P151961552,3300 BLK MCCULLOH ST,"(39.3171803,-76.6460974)"
7197,7/15/2015 13:58,Low,SE,HIT AND RUN,P151961553,600 S LUZERNE AV,"(39.2847650,-76.5801960)"
7198,7/15/2015 13:59,Medium,CD,911/NO  VOICE,P151961554,0 HOPKINS PL,"(39.2889380,-76.6177927)"
7199,7/15/2015 13:58,Medium,NE,BURGLARY,P151961555,3800 BAYONNE AV,"(39.3474010,-76.5486360)"
7200,7/15/2015 14:00,Low,TRU,LARCENY F/AUTO,P151961556,1200 E 20TH ST,"(39.3130030,-76.6023419)"
7201,7/15/2015 14:00,Medium,SE,BURGLARY,P151961557,600 RAPPOLLA ST,"(39.2860530,-76.5531440)"
7202,7/15/2015 14:00,Medium,ED,SUSPICIOUS PERS,P151961558,300-33 E 22ND ST,"(39.3142752,-76.6156858)"
7203,7/15/2015 14:01,Medium,NE,DISORDERLY,P151961559,5000 GOODNOW RD,"(39.3262921,-76.5456213)"
7204,7/15/2015 14:01,Non-Emergency,SD,LOST PROPERTY,P151961560,1500 FILBERT ST,"(39.2252146,-76.5899793)"
7205,7/15/2015 13:59,Medium,SE,INVESTIGATE,P151961561,HOLABIRD AV/ELRINO ST,"(39.272157,-76.541409)"
7206,7/15/2015 14:02,Medium,NE,911/NO  VOICE,P151961562,2800 EDISON HY,"(39.3159715,-76.5735213)"
7207,7/15/2015 14:03,Medium,CD,911/NO  VOICE,P151961564,300 LIGHT ST,"(39.2851556,-76.6140638)"
7208,7/15/2015 14:03,Medium,SW,911/NO  VOICE,P151961565,500 N ATHOL AV,"(39.2923579,-76.6893446)"
7209,7/15/2015 14:04,Non-Emergency,SD,Repairs/Service,P151961566,100,"(39.3810499,-76.6572571)"
7210,7/15/2015 16:48,Medium,NE,911/NO  VOICE,P151962105,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
7211,7/15/2015 16:49,Medium,ND,DISORDERLY,P151962106,2600 PARK HEIGHTS TE,"(39.3388080,-76.6616320)"
7212,7/15/2015 16:48,Medium,SD,911/NO  VOICE,P151962107,100 E WEST ST,"(39.2760218,-76.6121647)"
7213,7/15/2015 16:48,Low,NE,OTHER,P151962108,5200 EUGENE AV,"(39.3393000,-76.5553740)"
7214,7/15/2015 16:47,Medium,NE,DISORDERLY,P151962109,BELAIR RD/KENWOOD AV,"(39.353855,-76.531721)"
7215,7/15/2015 16:51,Medium,SE,911/NO  VOICE,P151962110,5100 EASTERN AV,"(39.2879738,-76.5530798)"
7216,7/15/2015 16:47,Medium,CD,JUV DISTURBANCE,P151962111,1100 W NORTH AV,"(39.3105890,-76.6362400)"
7217,7/15/2015 16:52,Medium,NE,911/NO  VOICE,P151962112,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
7218,7/15/2015 16:53,Medium,SD,NARCOTICS ONVIEW,P151962113,300 N CALHOUN ST,"(39.2923080,-76.6400270)"
7219,7/15/2015 16:52,Medium,NE,COMMON ASSAULT,P151962114,1600 RAMBLEWOOD RD,"(39.3607230,-76.5853160)"
7220,7/15/2015 16:51,Low,NE,INVESTIGATE,P151962115,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
7221,7/15/2015 16:47,Medium,WD,AUTO THEFT,P151962116,2100 PENROSE AV,"(39.2913539,-76.6503534)"
7222,7/15/2015 16:53,Medium,NE,DISORDERLY,P151962117,MORAVIA RD/BELAIR RD,"(39.331105,-76.561586)"
7223,7/15/2015 16:53,Medium,ND,911/NO  VOICE,P151962118,5200 YORK RD,"(39.3522360,-76.6105171)"
7224,7/15/2015 16:52,Low,NW,DESTRUCT PROPTY,P151962119,3600 SPRINGDALE AV,"(39.3240950,-76.6775380)"
7225,7/15/2015 16:54,Low,NW,INVESTIGATE,P151962121,2900 LIBERTY HEIGHTS AV,"(39.3231882,-76.6632486)"
7226,7/15/2015 16:55,Medium,ND,911/NO  VOICE,P151962122,100 W 29TH ST,"(39.3231493,-76.6188892)"
7227,7/15/2015 14:00,Medium,SW,SICK CASE,P151961575,3200 STRICKLAND ST,"(39.2775961,-76.6699946)"
7228,7/15/2015 14:05,Low,NE,AUTO ACCIDENT,P151961576,3200 ERDMAN AV,"(39.3211096,-76.5727764)"
7229,7/15/2015 14:01,Medium,NE,COMMON ASSAULT,P151961578,2600 EVERGREEN AV,"(39.3571460,-76.5641020)"
7230,7/15/2015 14:06,Low,SE,DESTRUCT PROPTY,P151961579,200 S REGESTER ST,"(39.2892998,-76.5924826)"
7231,7/15/2015 14:03,Low,ND,AUTO ACCIDENT,P151961580,E 0TH ST/GREENMOUNT AV,"(39.322152,-76.609461)"
7232,7/15/2015 14:05,High,ND,SILENT ALARM,P151961581,6000 BELLONA AV,"(39.3640773,-76.6157010)"
7233,7/15/2015 14:06,Low,SW,OTHER,P151961582,200 S PULASKI ST,"(39.2850158,-76.6499023)"
7234,7/15/2015 14:07,Low,SE,OTHER,P151961583,1600 S HIGHLAND AV,"(39.2739109,-76.5684232)"
7235,7/15/2015 14:08,Medium,ED,911/NO  VOICE,P151961586,300 E MADISON ST,"(39.2996554,-76.6104373)"
7236,7/15/2015 14:10,Low,ED,FALSE PRETENSE,P151961588,600 ST ANNS AV,"(39.3182298,-76.6067333)"
7237,7/15/2015 14:10,Medium,NE,911/NO  VOICE,P151961589,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
7238,7/15/2015 14:11,Low,SW,AUTO ACCIDENT,P151961590,UNETTA AV/WILKENS AV,"(39.272690,-76.674811)"
7239,7/15/2015 14:12,Medium,SW,911/NO  VOICE,P151961591,1700 N LONGWOOD ST,"(39.3071797,-76.6674344)"
7240,7/15/2015 14:10,Medium,SE,DISORDERLY,P151961592,BOSTON ST/LAKEWOOD AV,"(39.279168,-76.578019)"
7241,7/15/2015 14:12,Medium,SW,911/NO  VOICE,P151961593,1700 N LONGWOOD ST,"(39.3071797,-76.6674344)"
7242,7/15/2015 14:13,Low,SE,OTHER,P151961594,500 N ELLWOOD AV,"(39.2970748,-76.5736765)"
7243,7/15/2015 14:13,High,NW,SILENT ALARM,P151961595,3800 W COLD SPRING LN,"(39.3355400,-76.6790970)"
7244,7/15/2015 14:13,Medium,ND,COMMON ASSAULT,P151961596,2400 LOYOLA NORTHWAY,"(39.3387855,-76.6582939)"
7245,7/15/2015 14:11,High,WD,SHOOTING,P151961597,2000 W BALTIMORE ST,"(39.2883683,-76.6494571)"
7246,7/15/2015 14:15,Non-Emergency,WD,Foot  Patrol,P151961598,2300 E LANVALE ST,"(,)"
7247,7/15/2015 14:16,Non-Emergency,WD,Foot  Patrol,P151961599,2300 W LANVALE ST,"(39.2972440,-76.6535350)"
7248,7/15/2015 14:14,Low,CD,AUTO ACCIDENT,P151961601,E PRATT ST/S CALVERT ST,"(39.286565,-76.612141)"
7249,7/15/2015 14:15,Medium,WD,DISORDERLY,P151961602,1600 W NORTH AV,"(39.3102369,-76.6431430)"
7250,7/15/2015 14:15,Medium,NW,911/NO  VOICE,P151961603,4100 PATTERSON AV,"(39.3474337,-76.7143176)"
7251,7/15/2015 14:15,Medium,ND,COMMON ASSAULT,P151961604,2400 LOYOLA NORTHWAY,"(39.3387855,-76.6582939)"
7252,7/15/2015 14:17,Medium,CW,Lab Request,P151961605,500 BRUNSWICK ST,"(39.2790430,-76.6594889)"
7253,7/15/2015 14:14,Medium,ND,COMMON ASSAULT,P151961606,E NORTHERN PY/YORK RD,"(39.365138,-76.609920)"
7254,7/15/2015 14:18,High,ED,Traffic Stop,P151961607,1800 RUTLAND AV,"(39.3110430,-76.5933150)"
7255,7/15/2015 14:17,Medium,SD,NARCOTICSOutside,P151961608,1800 W PRATT ST,"(39.2854771,-76.6453432)"
7256,7/15/2015 14:17,Low,SD,INTOXICATED PERS,P151961609,S CAREY ST/WASHINGTON BL,"(39.280656,-76.635381)"
7257,7/15/2015 14:15,High,SE,AUTO ACC/INJURY,P151961610,600 S LUZERNE AV,"(39.2847650,-76.5801960)"
7258,7/15/2015 14:11,Medium,NW,DISORDERLY,P151961611,3600 DOLFIELD AV,"(39.3364090,-76.6753430)"
7259,7/15/2015 14:15,Medium,NW,UNFOUNDED,P151961612,REISTERSTOWN PLAZA,"(39.359202,-76.706582)"
7260,7/15/2015 14:20,Medium,SW,NARCOTICS ONVIEW,P151961613,4700 BLK WILLISTON ST,"(39.2746169,-76.6954584)"
7261,7/15/2015 14:19,Medium,NW,SUSPICIOUS PERS,P151961614,4600 NORFOLK AV,"(39.3215480,-76.6943579)"
7262,7/15/2015 14:20,Medium,NE,911/NO  VOICE,P151961615,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
7263,7/15/2015 14:21,Low,SD,LARCENCY,P151961616,1200 W PRATT ST,"(39.2856666,-76.6365675)"
7264,7/15/2015 14:21,Non-Emergency,SE,Foot  Patrol,P151961617,200-300 S BROADWAY,"(39.2874140,-76.5940300)"
7265,7/15/2015 14:20,High,ND,SILENT ALARM,P151961618,5800 PIMLICO RD,"(39.3627056,-76.6717796)"
7266,7/15/2015 14:22,High,SW,RA POLICE,P151961619,UNETTA AV/WILKENS AV,"(39.272690,-76.674811)"
7267,7/15/2015 14:23,Medium,CW,Lab Request,P151961620,400 N PORT ST,"(39.2959107,-76.5830062)"
7268,7/15/2015 14:23,High,CD,RA POLICE,P151961621,S EUTAW ST/W LOMBARD ST,"(39.287519,-76.620807)"
7269,7/15/2015 14:20,High,ED,SILENT ALARM,P151961622,1100-1118 HOMEWOOD AV,"(39.3032580,-76.6067500)"
7270,7/15/2015 14:17,Medium,ND,DISORDERLY,P151961623,5600 THE ALAMEDA,"(39.3598677,-76.5952548)"
7271,7/15/2015 14:21,Medium,CD,DISORDERLY,P151961624,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
7272,7/15/2015 14:24,High,SE,Traffic Stop,P151961625,0 BLK S EDEN ST,"(39.2914145,-76.5987223)"
7273,7/15/2015 15:13,Medium,NE,911/NO  VOICE,P151961803,4300 HILLEN RD,"(39.3418475,-76.5873262)"
7274,7/15/2015 15:11,Low,NW,AUTO ACCIDENT,P151961804,HILLSDALE RD/LIBERTY HEIGHTS AV,"(39.330913,-76.694250)"
7275,7/15/2015 15:14,Medium,NE,911/NO  VOICE,P151961805,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
7276,7/15/2015 15:12,Low,NE,Transport,P151961806,NORTHEAST DISTRICT,"(39.340482,-76.582041)"
7277,7/15/2015 15:13,Medium,SE,BURGLARY,P151961807,3500 E BALTIMORE ST,"(39.2927310,-76.5683460)"
7278,7/15/2015 15:16,High,ND,RA POLICE,P151961808,1000 W 41ST ST,"(39.3375150,-76.6336790)"
7279,7/15/2015 15:15,Medium,SE,911/NO  VOICE,P151961809,500-803 S BROADWAY,"(39.2820434,-76.5934197)"
7280,7/15/2015 15:13,Medium,NW,NARCOTICSOutside,P151961810,5300 BLK MAPLE AV,"(39.3512080,-76.6777380)"
7281,7/15/2015 15:17,High,SE,Traffic Stop,P151961811,N CONKLING ST/PULASKI HY,"(39.296285,-76.567789)"
7282,7/15/2015 15:15,Medium,CD,COMMON ASSAULT,P151961812,ST MARY ST/PENNSYLVANIA AV,"(39.295755,-76.625078)"
7283,7/15/2015 15:16,Medium,CD,911/NO  VOICE,P151961813,300 E MADISON ST,"(39.2996554,-76.6104373)"
7284,7/15/2015 15:17,Low,NE,INVESTIGATE,P151961815,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
7285,7/15/2015 15:19,Medium,NW,911/NO  VOICE,P151961816,4500 REISTERSTOWN RD,"(39.3396880,-76.6698480)"
7286,7/15/2015 15:19,Medium,SW,911/NO  VOICE,P151961817,5000 BRIARCLIFT RD,"(39.2937143,-76.7065642)"
7287,7/15/2015 15:18,Medium,NW,AUTO THEFT,P151961818,4500 REISTERSTOWN RD,"(39.3396880,-76.6698480)"
7288,7/15/2015 15:19,Medium,SW,FAMILY DISTURB,P151961819,700 BETHNAL RD,"(39.2757567,-76.6903188)"
7289,7/15/2015 15:20,Low,NW,INVESTIGATE,P151961821,6600 PARK HEIGHTS AV,"(39.3612497,-76.6984637)"
7290,7/15/2015 14:26,Medium,NW,NARCOTICSOutside,P151961822,3700 BLK W BELVEDERE AV,"(39.3464230,-76.6805640)"
7291,7/15/2015 15:21,High,NW,Traffic Stop,P151961823,QUEENSBERRY AV/OAKLEY AV,"(39.347912,-76.670288)"
7292,7/15/2015 15:16,Medium,SE,COMMON ASSAULT,P151961824,200 S CENTRAL AV,"(39.2879416,-76.5994020)"
7293,7/15/2015 15:18,Medium,ND,DISORDERLY,P151961825,900 BLK W 36TH ST,"(39.3322933,-76.6034224)"
7294,7/15/2015 15:23,High,ND,GAMBLING,P151961826,400 ILCHESTER AV,"(39.3229496,-76.6110051)"
7295,7/15/2015 15:22,Medium,SW,COMMON ASSAULT,P151961827,2600 FREDERICK AV,"(39.2826257,-76.6574565)"
7296,7/15/2015 15:20,High,NW,ROBBERY UNARMED,P151961828,6100 WABASH AV,"(39.3501887,-76.7037719)"
7297,7/15/2015 15:24,High,ED,Traffic Stop,P151961829,1200 E MADISON ST,"(39.2991533,-76.6014634)"
7298,7/15/2015 15:23,Medium,WD,911/NO  VOICE,P151961830,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
7299,7/15/2015 15:26,High,WD,Field Interview,P151961832,W NORTH AV/WOODBROOK AV,"(39.310119,-76.641140)"
7300,7/15/2015 15:24,High,SD,BANK HOLDUP,P151961833,3500 ANNAPOLIS RD,"(39.2471237,-76.6402950)"
7301,7/15/2015 15:24,Low,CD,AUTO ACCIDENT,P151961834,E LOMBARD ST/S GAY ST,"(39.287758,-76.608746)"
7302,7/15/2015 14:23,Medium,NW,NARCOTICSOutside,P151961626,4400 PARK HEIGHTS AV,"(39.3397021,-76.6666429)"
7303,7/15/2015 14:21,Medium,SE,BURGLARY,P151961627,600 RAPPOLLA ST,"(39.2860530,-76.5531440)"
7304,7/15/2015 14:24,High,WD,Traffic Stop,P151961628,1500 MOSHER ST,"(39.3000397,-76.6416875)"
7305,7/15/2015 14:24,Non-Emergency,NE,Foot  Patrol,P151961629,5600 SEFTON AV,"(39.3504383,-76.5556563)"
7306,7/15/2015 14:23,Low,WD,OTHER,P151961630,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
7307,7/15/2015 14:22,Medium,WD,NARCOTICSOutside,P151961631,N PAYSON ST/PENROSE AV,"(39.291220,-76.648836)"
7308,7/15/2015 14:23,Medium,ND,911/NO  VOICE,P151961632,3400 N CHARLES ST,"(39.3304957,-76.6200464)"
7309,7/15/2015 14:25,Medium,CW,Lab Request,P151961634,3800 BAYONNE AV,"(39.3474010,-76.5486360)"
7310,7/15/2015 14:15,Low,SD,LARCENY F/AUTO,P151961635,3000 LORENA AV,"(39.2561520,-76.6532870)"
7311,7/15/2015 14:23,Medium,CD,911/NO  VOICE,P151961636,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
7312,7/15/2015 14:24,Medium,SD,911/NO  VOICE,P151961637,700 E PATAPSCO AV,"(39.2362550,-76.5994400)"
7313,7/15/2015 14:22,Medium,WD,NARCOTICSOutside,P151961638,1100 N GILMOR ST,"(39.3012159,-76.6433710)"
7314,7/15/2015 14:23,Medium,NW,COMMON ASSAULT,P151961639,4100 LABYRINTH RD,"(39.3599553,-76.7074256)"
7315,7/15/2015 14:26,High,CD,RA POLICE,P151961640,S EUTAW ST/W LOMBARD ST,"(39.287519,-76.620807)"
7316,7/15/2015 14:25,Medium,NW,NARCOTICSOutside,P151961641,4900 BLK PEMBRIDGE AV,"(39.3489549,-76.6694280)"
7317,7/15/2015 14:25,Low,ND,AUTO ACCIDENT,P151961642,0 E 25TH ST,"(39.3178592,-76.6169697)"
7318,7/15/2015 14:24,Medium,NW,COMMON ASSAULT,P151961643,4200 NADINE DR,"(39.3579100,-76.7113613)"
7319,7/15/2015 14:16,Low,SD,EMERG PETITON,P151961644,900 LEADENHALL ST,"(39.2786473,-76.6170711)"
7320,7/15/2015 14:27,Low,ED,Transport,P151961645,EASTERN DISTRICT,"(39.309774,-76.573144)"
7321,7/15/2015 14:26,Medium,ND,911/NO  VOICE,P151961646,3400 N CHARLES ST,"(39.3304957,-76.6200464)"
7322,7/15/2015 14:26,Medium,NE,AED NONBREATHING,P151961647,4700 MANNASOTA AV,"(39.3317967,-76.5570594)"
7323,7/15/2015 14:25,Non-Emergency,NW,RECOVER PROPERTY,P151961648,3000 W STRATHMORE AV,"(39.3649400,-76.6890220)"
7324,7/15/2015 14:29,Low,ND,AUTO ACCIDENT,P151961649,E 0TH ST/GUILFORD AV,"(39.322078,-76.613127)"
7325,7/15/2015 14:24,Low,ND,LARCENCY,P151961650,500 E BELVEDERE AV,"(39.3641592,-76.6098615)"
7326,7/15/2015 14:26,Low,WD,OTHER,P151961651,1300 LAURENS ST,"(39.3035403,-76.6391583)"
7327,7/15/2015 14:13,Low,ND,EMERGENCY PETITI,P151961652,2400 CYLBURN AV,"(39.3509553,-76.6596692)"
7328,7/15/2015 14:30,Medium,SW,NARCOTICS ONVIEW,P151961653,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
7329,7/15/2015 14:29,Low,ND,AUTO ACCIDENT,P151961654,E 0TH ST/GUILFORD AV,"(39.322078,-76.613127)"
7330,7/15/2015 14:30,Low,ND,AUTO ACCIDENT,P151961655,GUILFORD AV/E 0TH ST,"(39.323359,-76.613209)"
7331,7/15/2015 14:31,High,SW,RA POLICE,P151961656,UNETTA AV/WILKENS AV,"(39.272690,-76.674811)"
7332,7/15/2015 14:31,Medium,SW,NARCOTICS ONVIEW,P151961657,4400 BLK FREDERICK AV,"(39.2818270,-76.6887050)"
7333,7/15/2015 14:30,Medium,NE,911/NO  VOICE,P151961659,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
7334,7/15/2015 14:30,Non-Emergency,ND,Private Tow,P151961660,4900 LANIER AV,"(39.3489993,-76.6619486)"
7335,7/15/2015 14:31,Low,CD,AUTO ACCIDENT,P151961662,W LOMBARD ST/S MARTIN LUTHER KING JR BL,"(39.287149,-76.628018)"
7336,7/15/2015 14:28,Low,ND,AUTO ACCIDENT,P151961663,GUILFORD AV/E 0TH ST,"(39.322078,-76.613127)"
7337,7/15/2015 14:33,High,SE,Traffic Stop,P151961664,2900 E FAIRMOUNT AV,"(39.2933199,-76.5769988)"
7338,7/15/2015 14:32,Medium,SE,911/NO  VOICE,P151961665,6700 YOUNGSTOWN AV,"(39.2780100,-76.5327360)"
7339,7/15/2015 14:32,Medium,SE,COMMON ASSAULT,P151961666,100 S CONKLING ST,"(39.2907739,-76.5676372)"
7340,7/15/2015 14:33,Medium,WD,NARCOTICSOutside,P151961667,WHITELOCK ST/WOODBROOK AV,"(39.310524,-76.641175)"
7341,7/15/2015 14:34,Non-Emergency,ND,Foot  Patrol,P151961668,GREENMOUNT AV/E 0RD ST,"(39.328491,-76.609435)"
7342,7/15/2015 14:37,High,NW,ARMED PERSON,P151961682,5300 BLK BEAUFORT AV,"(39.3484010,-76.6821630)"
7343,7/15/2015 14:33,Medium,ND,DISORDERLY,P151961683,E COLD SPRING LN/YORK RD,"(39.346155,-76.609600)"
7344,7/15/2015 14:40,Medium,CW,Lab Request,P151961685,900 MCKEWIN AV,"(39.3328847,-76.6037516)"
7345,7/15/2015 14:39,Low,ND,LARCENCY,P151961686,0 E 25TH ST,"(39.3178592,-76.6169697)"
7346,7/15/2015 14:41,Medium,SW,NARCOTICS ONVIEW,P151961689,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
7347,7/15/2015 14:40,Medium,SD,911/NO  VOICE,P151961690,800 W PRATT ST,"(39.2859977,-76.6292632)"
7348,7/16/2015 17:14,High,CD,AUTO ACC/INJURY,P151972202,W MT ROYAL AV/N CHARLES ST,"(39.305422,-76.616177)"
7349,7/16/2015 17:20,Non-Emergency,ED,Foot  Patrol,P151972203,N FRONT ST/N GAY ST,"(39.293165,-76.608172)"
7350,7/16/2015 17:20,Medium,ED,911/NO  VOICE,P151972205,1000 EDISON HY,"(39.3029101,-76.5728709)"
7351,7/16/2015 17:19,Medium,SD,COMMON ASSAULT,P151972206,2700 FISK RD,"(39.2500531,-76.6310204)"
7352,7/16/2015 17:20,Medium,ED,911/NO  VOICE,P151972207,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
7353,7/16/2015 17:21,Low,WD,INVESTIGATE,P151972208,1900 W LEXINGTON ST,"(39.2907700,-76.6475460)"
7354,7/16/2015 17:22,Medium,NW,DISORDERLY,P151972209,4000 PENHURST AV,"(39.3387160,-76.6855698)"
7355,7/16/2015 17:23,Medium,SE,AED NONBREATHING,P151972210,500 S BOULDIN ST,"(39.2860632,-76.5709120)"
7356,7/16/2015 17:20,Medium,CD,BY THREAT,P151972211,N CALVERT ST/E BALTIMORE ST,"(39.289642,-76.612292)"
7357,7/16/2015 17:23,Medium,SE,AED NONBREATHING,P151972212,500 S BOULDIN ST,"(39.2860632,-76.5709120)"
7358,7/16/2015 17:24,Low,TRU,LARCENY F/AUTO,P151972213,N CHARLES ST/ENFIELD RD,"(39.356158,-76.624162)"
7359,7/16/2015 17:25,Medium,WD,911/NO  VOICE,P151972214,1500 MOSHER ST,"(39.3000397,-76.6416875)"
7360,7/16/2015 17:21,Medium,WD,911/NO  VOICE,P151972216,800 N ARLINGTON AV,"(39.2979694,-76.6358250)"
7361,7/16/2015 17:23,Medium,CD,AUTO THEFT,P151972217,1600 DIVISION ST,"(39.3036190,-76.6329900)"
7362,7/16/2015 17:26,Medium,SW,911/NO  VOICE,P151972218,2600 WASHINGTON BL,"(39.2659402,-76.6532936)"
7363,7/16/2015 17:25,Medium,SD,FAMILY DISTURB,P151972219,1200 SLATER RD,"(39.2489814,-76.6319455)"
7364,7/16/2015 17:26,Medium,CD,911/NO  VOICE,P151972220,1600 DRUID HILL AV,"(39.3042900,-76.6317650)"
7365,7/16/2015 17:26,Low,NE,DESTRUCT PROPTY,P151972221,ST LO DR/SINCLAIR LN,"(39.314284,-76.590554)"
7366,7/16/2015 17:26,Low,NE,LARCENCY,P151972222,1700 E NORTHERN PY,"(39.2903848,-76.6121893)"
7367,7/16/2015 17:24,Medium,SE,DISORDERLY,P151972223,PATTERSON PARK,"(39.291962,-76.584624)"
7368,7/16/2015 17:26,Low,SE,INVESTIGTAE,P151972224,200 OLDHAM ST,"(39.2898179,-76.5562350)"
7369,7/16/2015 17:28,Low,CD,Transport,P151972225,CENTRAL DISTRICT,"(39.289854,-76.608854)"
7370,7/16/2015 17:27,Non-Emergency,SS,SUPV COMPLAINT,P151972227,4300 GREENHILL AV,"(39.3246690,-76.5593430)"
7371,7/16/2015 17:28,Medium,NE,911/NO  VOICE,P151972228,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
7372,7/16/2015 17:28,Medium,ND,911/NO  VOICE,P151972229,2500 EDGECOMBE CI N,"(39.3414488,-76.6606553)"
7373,7/16/2015 17:24,Medium,ED,DISORDERLY,P151972230,ST LO DR/SINCLAIR LN,"(39.314284,-76.590554)"
7374,7/16/2015 17:28,Medium,WD,911/NO  VOICE,P151972231,2500 W NORTH AV,"(39.3100039,-76.6587889)"
7375,7/16/2015 17:27,Low,CD,INVESTIGATE,P151972232,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
7376,7/15/2015 14:43,Medium,WD,NARCOTICSOutside,P151961701,2000 BLK HARLEM AV,"(39.2965214,-76.6492287)"
7377,7/15/2015 14:44,Medium,CD,911/NO  VOICE,P151961702,1700 EUTAW PL,"(39.3068760,-76.6304080)"
7378,7/15/2015 14:39,Medium,SD,911/NO  VOICE,P151961703,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
7379,7/15/2015 14:45,Low,WD,Transport,P151961704,WESTERN DISTRICT,"(39.300318,-76.644534)"
7380,7/15/2015 14:38,Medium,SD,SUSPICIOUS PERS,P151961705,1700 BLK COVINGTON ST,"(39.2707776,-76.6065639)"
7381,7/15/2015 14:44,Medium,CD,DISORDERLY,P151961706,1200 N CHARLES ST,"(39.3035501,-76.6163089)"
7382,7/15/2015 14:45,Low,NE,INVESTIGATE,P151961707,2500 HARFORD RD,"(39.3169740,-76.5954540)"
7383,7/15/2015 14:46,Low,WD,WANTED ON WARR,P151961708,1400 EDMONDSON AV,"(39.2954209,-76.6399509)"
